external_ref,status,source,ref,date_time,state,cvv_provided,amount,country,currency,CAD_Rate,EUR_Rate,MXN_Rate,USD_Rate,SGD_Rate,AUD_Rate ,GBP_Rate
BC9W61ZO9RaYQNFuMr8CA,TRUE,GLOBALPAY,evt_1EYeeuYBZC4zoVtZZKldPFH,2019-04-12T09:36:00.000Z,ACCEPTED,FALSE,90644.35,US,USD,1.37841327,0.843285731,25.06145552,1,1.428430071,1.596682154,0.726730026
ZTi84e1hiNpfnXiLimZ_v,TRUE,GLOBALPAY,evt_1E2J3ggj-IknGgwJ8wJV25e,2019-04-12T14:24:00.000Z,ACCEPTED,FALSE,90384.55,US,USD,1.37841327,0.843285731,25.06145552,1,1.428430071,1.596682154,0.726730026
bF45eLYwVm4OQDOgl-zAQ,TRUE,GLOBALPAY,evt_1EuWy3WVETsklJJPBwgJVBQ,2019-04-12T19:12:00.000Z,ACCEPTED,FALSE,90148.24,US,USD,1.37841327,0.843285731,25.06145552,1,1.428430071,1.596682154,0.726730026
3N051qP_A8xKDjTgthRR2,TRUE,GLOBALPAY,evt_1EZELpEpOBLc3H70E6rnpl8,2019-04-12T00:00:00.000Z,ACCEPTED,FALSE,98243.38,MX,MXN,1.375193244,0.838558639,25.05852147,1,1.428056973,1.593329497,0.726162892
654UrdsJr5kyOANJtgDvQ,TRUE,GLOBALPAY,evt_1EIp3Iqt68FWxiNlF8J7Qtb,2019-04-12T04:48:00.000Z,ACCEPTED,FALSE,98009.2,MX,MXN,1.375193244,0.838558639,25.05852147,1,1.428056973,1.593329497,0.726162892
mb_L3D3oHT34Xm8S7JCC4,TRUE,GLOBALPAY,evt_1EHZYLh13m-9bFNJBeAoQvb,2019-04-12T09:36:00.000Z,ACCEPTED,FALSE,98306.43,MX,MXN,1.375193244,0.838558639,25.05852147,1,1.428056973,1.593329497,0.726162892
fvfe5mr_hOonr5cqb9WZu,TRUE,GLOBALPAY,evt_1EPRL12zYM_gcc-AjlwnNKE,2019-04-12T14:24:00.000Z,ACCEPTED,FALSE,98142.73,MX,MXN,1.375193244,0.838558639,25.05852147,1,1.428056973,1.593329497,0.726162892
1yyS7MzLtO7iKMTTPSxfJ,TRUE,GLOBALPAY,evt_1E0_zms8o-OvsFJdw1n4lhm,2019-04-12T19:12:00.000Z,ACCEPTED,FALSE,98191.26,MX,MXN,1.375193244,0.838558639,25.05852147,1,1.428056973,1.593329497,0.726162892
RoI1JVsDrIlMs1N0J9LmB,TRUE,GLOBALPAY,evt_1ERuzko7ybwaOjjsG1h4id2,2019-04-12T00:00:00.000Z,ACCEPTED,FALSE,87870.63,UK,GBP,1.373517337,0.836226148,25.06268574,1,1.432104449,1.59626641,0.730783455
2TCZzDuUI1NqDZ2V7952J,TRUE,GLOBALPAY,evt_1EN24mvenQ_jq0RD78DbisG,2019-04-12T04:48:00.000Z,ACCEPTED,FALSE,87681.03,UK,GBP,1.373517337,0.836226148,25.06268574,1,1.432104449,1.59626641,0.730783455
7KJ-F9Q0Z_waqB8IYHxOO,TRUE,GLOBALPAY,evt_1EjpL-ruZHOozd15SqSj0Dk,2019-04-12T09:36:00.000Z,ACCEPTED,FALSE,87602.53,UK,GBP,1.373517337,0.836226148,25.06268574,1,1.432104449,1.59626641,0.730783455
ciW_XBU_hvl43EFhtc6oQ,TRUE,GLOBALPAY,evt_1Eh1TcC-wCjfhhmb41paHWt,2019-04-12T14:24:00.000Z,ACCEPTED,FALSE,87696.24,UK,GBP,1.373517337,0.836226148,25.06268574,1,1.432104449,1.59626641,0.730783455
wHWn78WLxd9r8xfSWDFkp,TRUE,GLOBALPAY,evt_1EKXj5aHcpAcy2CAVtdDKxN,2019-04-12T19:12:00.000Z,ACCEPTED,FALSE,87853.36,UK,GBP,1.373517337,0.836226148,25.06268574,1,1.432104449,1.59626641,0.730783455
k_hrjgKVv84LSn3nY0B3C,TRUE,GLOBALPAY,evt_1EO2tTQe0XwzST2OdCHhHlS,2019-04-12T00:00:00.000Z,ACCEPTED,FALSE,96331.94,FR,EUR,1.372989327,0.840007794,25.06610146,1,1.436575894,1.599413004,0.733619675
JcQDod0HAJguQdCvRBotj,TRUE,GLOBALPAY,evt_1E9WMlrpvLlTYg2_fzjjZKP,2019-04-12T04:48:00.000Z,ACCEPTED,FALSE,96575.04,FR,EUR,1.372989327,0.840007794,25.06610146,1,1.436575894,1.599413004,0.733619675
sfOeucfTCGEQmne0i7MZe,TRUE,GLOBALPAY,evt_1EWaPnRtY2oaYFfK788pH8p,2019-04-12T09:36:00.000Z,DECLINED,FALSE,96281.57,FR,EUR,1.372989327,0.840007794,25.06610146,1,1.436575894,1.599413004,0.733619675
K4g3DjaOXk_Lu9_LS7Nln,TRUE,GLOBALPAY,evt_1EYqUkrWZDg_s7JV7xEh2CY,2019-04-12T14:24:00.000Z,DECLINED,FALSE,96352.26,FR,EUR,1.372989327,0.840007794,25.06610146,1,1.436575894,1.599413004,0.733619675
QmcLlRHONEa1X8GPdSstq,TRUE,GLOBALPAY,evt_1E1BCMwX13Wc_zLsJAcB8yT,2019-04-12T19:12:00.000Z,ACCEPTED,FALSE,96394.69,FR,EUR,1.372989327,0.840007794,25.06610146,1,1.436575894,1.599413004,0.733619675
rjoNsiRTx67LZxoSf1co-,TRUE,GLOBALPAY,evt_1EOV1C9LYQQL3tywSZNQiCz,2019-04-12T00:00:00.000Z,ACCEPTED,FALSE,97764.51,CA,CAD,1.377488546,0.83690343,25.06286871,1,1.441569079,1.597896632,0.736952485
qjww1FE9Fxhztx3yKwCf3,TRUE,GLOBALPAY,evt_1EMsLCapldot1LAAnj8gUjv,2019-04-12T04:48:00.000Z,ACCEPTED,FALSE,97734.91,CA,CAD,1.377488546,0.83690343,25.06286871,1,1.441569079,1.597896632,0.736952485
8y8LCgOoD2AJmy3YCAhpo,TRUE,GLOBALPAY,evt_1E13gZfd-bHg-B0QHBlEtph,2019-04-12T09:36:00.000Z,ACCEPTED,FALSE,98088.67,CA,CAD,1.377488546,0.83690343,25.06286871,1,1.441569079,1.597896632,0.736952485
WoQqNoZOrommWGeKqdpta,TRUE,GLOBALPAY,evt_1ExLOAu-eU-soerPWNkfI0K,2019-04-12T14:24:00.000Z,ACCEPTED,FALSE,98342.43,CA,CAD,1.377488546,0.83690343,25.06286871,1,1.441569079,1.597896632,0.736952485
bSDnUx2rLucUGylUTX6Xm,TRUE,GLOBALPAY,evt_1EZ_TM8Z0iZ4QfyHmYu29XG,2019-04-12T19:12:00.000Z,ACCEPTED,FALSE,98985.41,CA,CAD,1.377488546,0.83690343,25.06286871,1,1.441569079,1.597896632,0.736952485
UIerdDnqiPomd-O10ElU1,TRUE,GLOBALPAY,evt_1ECUBmErBTlDEllrl6ILvZK,2019-04-12T00:00:00.000Z,ACCEPTED,FALSE,106613.29,AE,USD,1.375406269,0.83416326,25.06386117,1,1.445474777,1.60054712,0.732841234
o20nXyI5pZcfl3qN6hNNH,TRUE,GLOBALPAY,evt_1EuHDYIOp4XApLEwr2gqQ8g,2019-04-12T04:48:00.000Z,ACCEPTED,FALSE,106974.42,AE,USD,1.375406269,0.83416326,25.06386117,1,1.445474777,1.60054712,0.732841234
DnmDBkXQa2NIGZ3BQ6dVe,TRUE,GLOBALPAY,evt_1EBYjsZq25pkl12gVyCsNYe,2019-04-12T09:36:00.000Z,DECLINED,FALSE,107403.96,AE,USD,1.375406269,0.83416326,25.06386117,1,1.445474777,1.60054712,0.732841234
GE2XuQw4f5K5qwDBQlMF9,TRUE,GLOBALPAY,evt_1EdZL0Wg_UICA4jEWbUQaOq,2019-04-12T14:24:00.000Z,ACCEPTED,FALSE,107441.27,AE,USD,1.375406269,0.83416326,25.06386117,1,1.445474777,1.60054712,0.732841234
MAuR_X8XV5El5xEMjMBeB,TRUE,GLOBALPAY,evt_1Ee86VDR2CwSvtI-aVPq52h,2019-04-12T19:12:00.000Z,ACCEPTED,FALSE,107802.1,AE,USD,1.375406269,0.83416326,25.06386117,1,1.445474777,1.60054712,0.732841234
#NAME?,TRUE,GLOBALPAY,evt_1ETgJRuRG74KKNPzRrogG9I,2019-04-13T00:00:00.000Z,ACCEPTED,FALSE,90779.24,US,USD,1.371261972,0.830546806,25.06073417,1,1.444203229,1.600934994,0.731058359
8Oh7Vf4DLpYjlzkfpGYz0,TRUE,GLOBALPAY,evt_1EG99kf73QZDBum7MMs34UL,2019-04-13T04:48:00.000Z,DECLINED,FALSE,90841.03,US,USD,1.371261972,0.830546806,25.06073417,1,1.444203229,1.600934994,0.731058359
cdmJJH9N6J7NEY3DckNLX,TRUE,GLOBALPAY,evt_1EgKM7mKDTD7y-QWv8DNdbg,2019-04-13T09:36:00.000Z,ACCEPTED,FALSE,91479.25,US,USD,1.371261972,0.830546806,25.06073417,1,1.444203229,1.600934994,0.731058359
hYjWAFjJOxxkqr9zgNZNI,TRUE,GLOBALPAY,evt_1EHvtTbeLTwrfg0LvAZt0RP,2019-04-13T14:24:00.000Z,ACCEPTED,FALSE,91801.62,US,USD,1.371261972,0.830546806,25.06073417,1,1.444203229,1.600934994,0.731058359
ppwLJ-8WrOPorWiWYgH89,TRUE,GLOBALPAY,evt_1EKc6yA_q7Ks0bRJYtFTgtb,2019-04-13T19:12:00.000Z,ACCEPTED,FALSE,92100.29,US,USD,1.371261972,0.830546806,25.06073417,1,1.444203229,1.600934994,0.731058359
7omx-haMK5S5gMlPoY4SQ,TRUE,GLOBALPAY,evt_1EzTlx3JBAF5K5TisvI3NhA,2019-04-13T00:00:00.000Z,DECLINED,FALSE,97914.46,MX,MXN,1.367789172,0.828790341,25.06020274,1,1.444800567,1.605808311,0.730276961
Dg0q74QIAX12tSNpAtvsT,TRUE,GLOBALPAY,evt_1ENyCNq_vM66HAbz0EbIXQX,2019-04-13T04:48:00.000Z,ACCEPTED,FALSE,98111.11,MX,MXN,1.367789172,0.828790341,25.06020274,1,1.444800567,1.605808311,0.730276961
qP6UaIG3I3KjFpB801vKS,TRUE,GLOBALPAY,evt_1E-OKJq0PzjCun_P1wKXFE2,2019-04-13T09:36:00.000Z,DECLINED,FALSE,98589,MX,MXN,1.367789172,0.828790341,25.06020274,1,1.444800567,1.605808311,0.730276961
k2T2mgXLo0GC06fRsvUgD,TRUE,GLOBALPAY,evt_1E2McUlPg7Do6gxGGK_jLXB,2019-04-13T14:24:00.000Z,ACCEPTED,FALSE,98474.39,MX,MXN,1.367789172,0.828790341,25.06020274,1,1.444800567,1.605808311,0.730276961
uuLzbq-NMn1AIw0g6ipiC,TRUE,GLOBALPAY,evt_1E4e74d0nxYaX9NFSGOMbZ7,2019-04-13T19:12:00.000Z,DECLINED,FALSE,98305.13,MX,MXN,1.367789172,0.828790341,25.06020274,1,1.444800567,1.605808311,0.730276961
1w3U-h8wedCMvVtZMB-R6,TRUE,GLOBALPAY,evt_1EqMgzt7i_drU58fQpnhPXO,2019-04-13T00:00:00.000Z,ACCEPTED,FALSE,88519.75,UK,GBP,1.365730536,0.827092033,25.06340226,1,1.44889492,1.603066066,0.730256697
0zB-tXAEvsj6lfPlF_jVk,TRUE,GLOBALPAY,evt_1E8NeoVV4eCSKlJbAsTiSzz,2019-04-13T04:48:00.000Z,ACCEPTED,FALSE,88455.33,UK,GBP,1.365730536,0.827092033,25.06340226,1,1.44889492,1.603066066,0.730256697
leNc6LVyxQ0vC4Oq-zLno,TRUE,GLOBALPAY,evt_1E24xoOfk7QcFPveCrwzSA8,2019-04-13T09:36:00.000Z,DECLINED,FALSE,88264.67,UK,GBP,1.365730536,0.827092033,25.06340226,1,1.44889492,1.603066066,0.730256697
jjCzs7GmrYYerA5CarOLS,TRUE,GLOBALPAY,evt_1EGlQW8ri3uwHIgCuE_ySkv,2019-04-13T14:24:00.000Z,ACCEPTED,FALSE,88425.56,UK,GBP,1.365730536,0.827092033,25.06340226,1,1.44889492,1.603066066,0.730256697
A1jHvUyLinQrrGLPP2eCd,TRUE,GLOBALPAY,evt_1E9lYxQanGKLZhok2sYx4pU,2019-04-13T19:12:00.000Z,ACCEPTED,FALSE,88962.67,UK,GBP,1.365730536,0.827092033,25.06340226,1,1.44889492,1.603066066,0.730256697
KTcdGvMd2bfqllHciWix4,TRUE,GLOBALPAY,evt_1E393w6zd9e89e5iv2Ur5Lk,2019-04-13T00:00:00.000Z,ACCEPTED,FALSE,96664.41,FR,EUR,1.368927946,0.826550878,25.0626046,1,1.451797183,1.600401661,0.727663484
ug6FJ9XkArPuHhb0cDCX4,TRUE,GLOBALPAY,evt_1EhMKHiwe5zQLparKT6_Bfi,2019-04-13T04:48:00.000Z,DECLINED,FALSE,96689.88,FR,EUR,1.368927946,0.826550878,25.0626046,1,1.451797183,1.600401661,0.727663484
qkgopdckGY7Qo7i6Fj6bY,TRUE,GLOBALPAY,evt_1EkE261j-vfSHTGpQOaMasY,2019-04-13T09:36:00.000Z,ACCEPTED,FALSE,96522.95,FR,EUR,1.368927946,0.826550878,25.0626046,1,1.451797183,1.600401661,0.727663484
KMji88fbl8J6Uu9SBqAsl,TRUE,GLOBALPAY,evt_1EI-jtmogtlLDfM3o8R8lQ7,2019-04-13T14:24:00.000Z,ACCEPTED,FALSE,96571.64,FR,EUR,1.368927946,0.826550878,25.0626046,1,1.451797183,1.600401661,0.727663484
aw0hBXNdQWGPF7oQcH889,TRUE,GLOBALPAY,evt_1En_oOy7q5E925NBS_WZc7U,2019-04-13T19:12:00.000Z,ACCEPTED,FALSE,96886.91,FR,EUR,1.368927946,0.826550878,25.0626046,1,1.451797183,1.600401661,0.727663484
pVsNO1Fj5KBOODgf6Wymh,TRUE,GLOBALPAY,evt_1Ehh7G-b0tl5YzdI1gb2K7_,2019-04-13T00:00:00.000Z,ACCEPTED,FALSE,99488.04,CA,CAD,1.365468976,0.82400954,25.06696358,1,1.456431044,1.601879697,0.727155804
dA8fM5iCFVxHoKjYUboQ_,TRUE,GLOBALPAY,evt_1EDdJADA7_GFEiibZjYkl6O,2019-04-13T04:48:00.000Z,ACCEPTED,FALSE,99304.28,CA,CAD,1.365468976,0.82400954,25.06696358,1,1.456431044,1.601879697,0.727155804
rNjNyHgzFd643r2-RS2pz,TRUE,GLOBALPAY,evt_1ECA-oA2dZIIZNsNv_s7f_y,2019-04-13T09:36:00.000Z,DECLINED,FALSE,99965.34,CA,CAD,1.365468976,0.82400954,25.06696358,1,1.456431044,1.601879697,0.727155804
O5lGwFJ7hKtSpdG7YIoe0,TRUE,GLOBALPAY,evt_1EcW86wR6eLwW-xiCo3hA_D,2019-04-13T14:24:00.000Z,ACCEPTED,FALSE,99811.11,CA,CAD,1.365468976,0.82400954,25.06696358,1,1.456431044,1.601879697,0.727155804
mAVqSNQkIevPzFOw42JBS,TRUE,GLOBALPAY,evt_1EwnrINfFLgyG-cLw2AZ7wb,2019-04-13T19:12:00.000Z,DECLINED,FALSE,100316.81,CA,CAD,1.365468976,0.82400954,25.06696358,1,1.456431044,1.601879697,0.727155804
#NAME?,TRUE,GLOBALPAY,evt_1ERcelmt9JTapKl9XzDnJXQ,2019-04-13T00:00:00.000Z,DECLINED,FALSE,107525.28,AE,USD,1.361049337,0.820793021,25.06956235,1,1.461327212,1.597305938,0.730675596
N-fftQlj2Eho9qHWI3in0,TRUE,GLOBALPAY,evt_1EA2AxhVIGCy1kXaJaMD4I-,2019-04-13T04:48:00.000Z,ACCEPTED,FALSE,107402.07,AE,USD,1.361049337,0.820793021,25.06956235,1,1.461327212,1.597305938,0.730675596
5_MXbBf155LLvwufYxU_4,TRUE,GLOBALPAY,evt_1EBkTaCuhIkd2ZvUAuophYb,2019-04-13T09:36:00.000Z,ACCEPTED,FALSE,107403.12,AE,USD,1.361049337,0.820793021,25.06956235,1,1.461327212,1.597305938,0.730675596
#NAME?,TRUE,GLOBALPAY,evt_1EtggzkomocCy3tdrAo5YY6,2019-04-13T14:24:00.000Z,DECLINED,FALSE,107916.34,AE,USD,1.361049337,0.820793021,25.06956235,1,1.461327212,1.597305938,0.730675596
n1xZspCuuvoWpze7R5-ak,TRUE,GLOBALPAY,evt_1Ej7SxsBsS7Se29ZrUTFgfs,2019-04-13T19:12:00.000Z,ACCEPTED,FALSE,107957.92,AE,USD,1.361049337,0.820793021,25.06956235,1,1.461327212,1.597305938,0.730675596
BG9TNzSRcmlPc-NrhxcTu,TRUE,GLOBALPAY,evt_1EBzhLFM8KovESyz3coODB_,2019-04-14T00:00:00.000Z,DECLINED,FALSE,92549.88,US,USD,1.363859936,0.821554084,25.06879355,1,1.459861995,1.600556845,0.727684572
zKcaRNYuzuwUH72rcko03,TRUE,GLOBALPAY,evt_1EG_1r0HhHnWaZcVjMi4Iy9,2019-04-14T04:48:00.000Z,DECLINED,FALSE,92829.06,US,USD,1.363859936,0.821554084,25.06879355,1,1.459861995,1.600556845,0.727684572
LrB2GZGVlIs-JNLCRqJjG,TRUE,GLOBALPAY,evt_1Evc1JQQrXjPWrcdbJ7w_0I,2019-04-14T09:36:00.000Z,ACCEPTED,FALSE,92688.86,US,USD,1.363859936,0.821554084,25.06879355,1,1.459861995,1.600556845,0.727684572
n-oNgi9nWlSAgQFi_8siC,TRUE,GLOBALPAY,evt_1EUfS-W0oJle3Ry-0p1BbpJ,2019-04-14T14:24:00.000Z,ACCEPTED,FALSE,92919.11,US,USD,1.363859936,0.821554084,25.06879355,1,1.459861995,1.600556845,0.727684572
wj5QqmwDSdYLIlpE1wytU,TRUE,GLOBALPAY,evt_1E7AE_GwEExVEKx6AISzkdq,2019-04-14T19:12:00.000Z,ACCEPTED,FALSE,93182.01,US,USD,1.363859936,0.821554084,25.06879355,1,1.459861995,1.600556845,0.727684572
axLgHUbFSfBZLzBzUD46K,TRUE,GLOBALPAY,evt_1ELhkZeGKkMbDj71Plnsq8D,2019-04-14T00:00:00.000Z,ACCEPTED,FALSE,98472.25,MX,MXN,1.363798789,0.818465172,25.06383932,1,1.458772164,1.60530186,0.732166089
m6opihXn6KPEUPwnTOsOc,TRUE,GLOBALPAY,evt_1EwDuMx9JHE6EQdgG0a_MSO,2019-04-14T04:48:00.000Z,DECLINED,FALSE,98208.47,MX,MXN,1.363798789,0.818465172,25.06383932,1,1.458772164,1.60530186,0.732166089
lBugtWtGAc3lt6RPH1wAx,TRUE,GLOBALPAY,evt_1EK0HdL0GlYuNnbdtVPm2TU,2019-04-14T09:36:00.000Z,ACCEPTED,FALSE,98007.43,MX,MXN,1.363798789,0.818465172,25.06383932,1,1.458772164,1.60530186,0.732166089
cemBM5eE8LDE6e9nSSw2i,TRUE,GLOBALPAY,evt_1ELyaQ0Eei4Ibrnf1jLC7Xv,2019-04-14T14:24:00.000Z,ACCEPTED,FALSE,97860.16,MX,MXN,1.363798789,0.818465172,25.06383932,1,1.458772164,1.60530186,0.732166089
bvQlkihXF3Buvd2UukF88,TRUE,GLOBALPAY,evt_1EsnVSHDom7fh6EYWZHkIN1,2019-04-14T19:12:00.000Z,DECLINED,FALSE,97635.79,MX,MXN,1.363798789,0.818465172,25.06383932,1,1.458772164,1.60530186,0.732166089
ilS2yLoRI_WhBqiJJTaxI,TRUE,GLOBALPAY,evt_1EcPyg1zfQLKMCnmju0HViR,2019-04-14T00:00:00.000Z,ACCEPTED,FALSE,88725.15,UK,GBP,1.367976906,0.814409668,25.06009246,1,1.456913295,1.606336616,0.730379632
pd2gJ_EJasnxE28IXoNgX,TRUE,GLOBALPAY,evt_1EEweKOtUeOJ1RMVklQvX66,2019-04-14T04:48:00.000Z,DECLINED,FALSE,88984.96,UK,GBP,1.367976906,0.814409668,25.06009246,1,1.456913295,1.606336616,0.730379632
JQUJuklO4PGONyKxn0_wT,TRUE,GLOBALPAY,evt_1EWFErWHAkbSAf4_7u-e7Ya,2019-04-14T09:36:00.000Z,ACCEPTED,FALSE,89190.69,UK,GBP,1.367976906,0.814409668,25.06009246,1,1.456913295,1.606336616,0.730379632
OvVTgGpJqFZWmkM5vGDDD,TRUE,GLOBALPAY,evt_1E_iR6WdVK1dhNwaf37wM_6,2019-04-14T14:24:00.000Z,DECLINED,FALSE,89462.03,UK,GBP,1.367976906,0.814409668,25.06009246,1,1.456913295,1.606336616,0.730379632
ETgcafeV3eAksry_6-WLP,TRUE,GLOBALPAY,evt_1EJEZNAO-jhC6oKe46M2Vd8,2019-04-14T19:12:00.000Z,ACCEPTED,FALSE,89210.38,UK,GBP,1.367976906,0.814409668,25.06009246,1,1.456913295,1.606336616,0.730379632
1zphS0EtJR3y6SdTqsyVA,TRUE,GLOBALPAY,evt_1EQ544bHVv30hMndo5XLQFb,2019-04-14T00:00:00.000Z,ACCEPTED,FALSE,97515.85,FR,EUR,1.364525979,0.811004174,25.0604206,1,1.459018467,1.60903721,0.727244033
g338oqWsUvs00qfWav3OW,TRUE,GLOBALPAY,evt_1EQKXwIiCtukXY6ux8YVBxG,2019-04-14T04:48:00.000Z,ACCEPTED,FALSE,97261.91,FR,EUR,1.364525979,0.811004174,25.0604206,1,1.459018467,1.60903721,0.727244033
mBC44HM0t6vGwFaWUw-9D,TRUE,GLOBALPAY,evt_1EmSv9s7zYCQbdwT2deK-6g,2019-04-14T09:36:00.000Z,ACCEPTED,FALSE,97854.18,FR,EUR,1.364525979,0.811004174,25.0604206,1,1.459018467,1.60903721,0.727244033
ynTDgbXl2bTdt6novpiEN,TRUE,GLOBALPAY,evt_1ENuKZFr-6SPwEqrJwaLwTo,2019-04-14T14:24:00.000Z,DECLINED,FALSE,97790.79,FR,EUR,1.364525979,0.811004174,25.0604206,1,1.459018467,1.60903721,0.727244033
SzChPXRerQLgQ-gqWr1b0,TRUE,GLOBALPAY,evt_1Ea_zVOH-t3XjdXHoTL0RxP,2019-04-14T19:12:00.000Z,DECLINED,FALSE,98131.15,FR,EUR,1.364525979,0.811004174,25.0604206,1,1.459018467,1.60903721,0.727244033
xY57ANuYm8tmmumvivGeo,TRUE,GLOBALPAY,evt_1E8cUkbRujiUleJ6F1-CUUI,2019-04-14T00:00:00.000Z,DECLINED,FALSE,100311.37,CA,CAD,1.359598776,0.810181418,25.06419863,1,1.455444413,1.607066396,0.72533882
#NAME?,TRUE,GLOBALPAY,evt_1EVH7rq2TUO9h-nSDj7I8ek,2019-04-14T04:48:00.000Z,ACCEPTED,FALSE,100985.6,CA,CAD,1.359598776,0.810181418,25.06419863,1,1.455444413,1.607066396,0.72533882
4iVl94NYKTBCDotqPUZgR,TRUE,GLOBALPAY,evt_1Eco5oLwIS1ajHZ3vlu4io-,2019-04-14T09:36:00.000Z,ACCEPTED,FALSE,101116.04,CA,CAD,1.359598776,0.810181418,25.06419863,1,1.455444413,1.607066396,0.72533882
3a14ZZd_RL1x_AdU_3zxz,TRUE,GLOBALPAY,evt_1E8ZW3LYqQTyI8LQElY2YRR,2019-04-14T14:24:00.000Z,ACCEPTED,FALSE,101281.2,CA,CAD,1.359598776,0.810181418,25.06419863,1,1.455444413,1.607066396,0.72533882
398ByMZtS1ivZA5PCyg-V,TRUE,GLOBALPAY,evt_1ExQOHhTNvuB3frNPD-E2xa,2019-04-14T19:12:00.000Z,ACCEPTED,FALSE,101709.01,CA,CAD,1.359598776,0.810181418,25.06419863,1,1.455444413,1.607066396,0.72533882
pAqhPPmPbwt8U3QKUGBX-,TRUE,GLOBALPAY,evt_1EuUTJHFh2vpFimuRsibDkI,2019-04-14T00:00:00.000Z,ACCEPTED,FALSE,108314.05,AE,USD,1.359295541,0.811050866,25.06914533,1,1.459828942,1.603110865,0.724712211
EfPlOlF-3R81YTsUKfgkX,TRUE,GLOBALPAY,evt_1EAHGwMY6v-qipGxST_QLq-,2019-04-14T04:48:00.000Z,ACCEPTED,FALSE,108186.54,AE,USD,1.359295541,0.811050866,25.06914533,1,1.459828942,1.603110865,0.724712211
FLtj8kTXgnHMfemIgaT3R,TRUE,GLOBALPAY,evt_1EoUg57QEh82l_xVFmt0YOl,2019-04-14T09:36:00.000Z,DECLINED,FALSE,107903.94,AE,USD,1.359295541,0.811050866,25.06914533,1,1.459828942,1.603110865,0.724712211
7a7nS0Yo-JdPPd3N-IisT,TRUE,GLOBALPAY,evt_1Eh3vRL9iab2MaxACPCo2_5,2019-04-14T14:24:00.000Z,ACCEPTED,FALSE,107915.3,AE,USD,1.359295541,0.811050866,25.06914533,1,1.459828942,1.603110865,0.724712211
u3_1-7Z16ShG5gRwTjlPy,TRUE,GLOBALPAY,evt_1EtNHxm_VinVln8KogOcj1D,2019-04-14T19:12:00.000Z,ACCEPTED,FALSE,108217.8,AE,USD,1.359295541,0.811050866,25.06914533,1,1.459828942,1.603110865,0.724712211
ugFPEcl3dahOeowwZT1oA,TRUE,GLOBALPAY,evt_1EZHIQMn0beEEcYqBNXAttf,2019-04-15T00:00:00.000Z,ACCEPTED,FALSE,93353.01,US,USD,1.361877433,0.81296452,25.06714619,1,1.461036243,1.604256397,0.72469845
h3yy7M48gtlKzxURFs7Uw,TRUE,GLOBALPAY,evt_1ETgFCbRA8Tm9bsiwJHUq2q,2019-04-15T04:48:00.000Z,DECLINED,FALSE,93895.86,US,USD,1.361877433,0.81296452,25.06714619,1,1.461036243,1.604256397,0.72469845
00V9HB5nUOK-9KtshM8zZ,TRUE,GLOBALPAY,evt_1ESak4oerVqPEgqoQkvUbh9,2019-04-15T09:36:00.000Z,DECLINED,FALSE,94549.67,US,USD,1.361877433,0.81296452,25.06714619,1,1.461036243,1.604256397,0.72469845
Q1fgPeE4NHjjn9DPNVC6J,TRUE,GLOBALPAY,evt_1E6FPBcVRJy-VXGVV7jyZ-S,2019-04-15T14:24:00.000Z,ACCEPTED,FALSE,94474.9,US,USD,1.361877433,0.81296452,25.06714619,1,1.461036243,1.604256397,0.72469845
bc5rw4TNB7eTsBVIWiR2I,TRUE,GLOBALPAY,evt_1EoOryYiYuHLCZKF4joNgTV,2019-04-15T19:12:00.000Z,DECLINED,FALSE,95112.76,US,USD,1.361877433,0.81296452,25.06714619,1,1.461036243,1.604256397,0.72469845
yLGfKaUyIEvLeQhtHrF0i,TRUE,GLOBALPAY,evt_1E0JO-bszwXVB0fK6ZRhZQd,2019-04-15T00:00:00.000Z,ACCEPTED,FALSE,97615.23,MX,MXN,1.361280531,0.816622542,25.06621648,1,1.46228914,1.600807185,0.722422621
Q9sLqxwYe-qm3g88CwELk,TRUE,GLOBALPAY,evt_1EBaqQHcubwUuLujaxyGjkI,2019-04-15T04:48:00.000Z,ACCEPTED,FALSE,98250.65,MX,MXN,1.361280531,0.816622542,25.06621648,1,1.46228914,1.600807185,0.722422621
FcJPngI9BDhewq_T9si_M,TRUE,GLOBALPAY,evt_1EjdGiI_CWTNYDgm6Ck7IpM,2019-04-15T09:36:00.000Z,ACCEPTED,FALSE,98234.32,MX,MXN,1.361280531,0.816622542,25.06621648,1,1.46228914,1.600807185,0.722422621
wWlOZYRzXurom6QA92eLH,TRUE,GLOBALPAY,evt_1EFgQKe3Jejbyqy9IURh4h8,2019-04-15T14:24:00.000Z,DECLINED,FALSE,98672.19,MX,MXN,1.361280531,0.816622542,25.06621648,1,1.46228914,1.600807185,0.722422621
LrSNuOFY-uCQyqnolFyKN,TRUE,GLOBALPAY,evt_1Ev1Ofxtu1rUP7kcNGcKPVk,2019-04-15T19:12:00.000Z,ACCEPTED,FALSE,98703.29,MX,MXN,1.361280531,0.816622542,25.06621648,1,1.46228914,1.600807185,0.722422621
nomoYJGBwAjDkhOXwl_pR,TRUE,GLOBALPAY,evt_1E9wuZzeNUl6-jE5Zv-6Ssb,2019-04-15T00:00:00.000Z,DECLINED,FALSE,89864.54,UK,GBP,1.362306819,0.8122142,25.06416808,1,1.462629208,1.605062521,0.719393335
